名稱	戰法	特性1	特性2	特性3	奉行特性	家宰特性	所屬	登場年	統率	武勇	智略	政務	合計	物慾	主義	出身	信仰	騎兵LV	鐵炮LV	AI LV	野心
甘粕景繼	飛馳	血氣	用兵		樂市奉行	眾望武勇	越后	1565	76	74	36	38	224	普通	保守	武士	佛教	○		B	6
井伊直孝	警戒	血氣	能吏		治水奉行	練武練兵	駿河	1605	78	74	69	71	292	貪婪	革新	武士	佛教	○	○	B	5
石川五右衛門	罵聲	計謀	暗中活動		忍者之悟	謀攻主義	伊賀	1583	57	74	81	14	226	貪婪	中庸	忍者	佛教			A	3
井上之房	攪亂	乾坤	攻勢		甲冑奉行	役商基建	播磨	1569	71	74	73	55	273	淡泊	革新	武士	佛教			A	3
入來院重朝	警戒	攻勢			甲冑奉行	增強兵役	薩摩	1505	55	74	70	52	251	普通	革新	武士	佛教			B	7
宇喜多直家	罵聲	用兵	計謀	暗中活動	軍師之悟	謀攻主義	備前	1542	85	74	97	88	344	貪婪	革新	軍師	佛教			A	14
江口光清	突襲	鐵壁			甲冑奉行	固守城池	羽前	1591	69	74	69	68	280	淡泊	中庸	武士	佛教			A	1
福島正成	飛馳	盡心盡力			治水奉行	常備兵訓練	遠江	1506	78	74	62	40	254	淡泊	保守	武士	佛教	○		B	9
佐牟田長堅	飛馳	攻勢	炮術		制銀奉行	固守城池	肥后	1560	72	74	73	53	272	普通	中庸	武士	佛教			B	7
島津忠恒	威壓	攻勢	射手	風雅	島津傳	補給鐵炮	薩摩	1592	66	74	63	78	281	貪婪	革新	武士	佛教		○	A	8
陶興房	內訌	乾坤	牢固		治水奉行	宴席交流	周防	1493	78	74	76	76	304	淡泊	保守	武士	佛教			A	3
薄田兼相	飛馳	血氣			旗幟奉行	重用人才	筑前	1592	45	74	64	28	211	普通	保守	武士	佛教		○	B	10
長宗我部國親	內訌	自衛	鐵壁	射手	長宗我部傳	重農主義	土佐	1518	81	74	87	78	320	貪婪	中庸	武士	佛教			A	10
津田算長	威壓	遠射	射手		制銀奉行	精銳銃手	紀伊	1513	66	74	66	62	268	貪婪	中庸	僧侶	佛教		○	A	10
土居清晴	攪亂	反攻			軍糧奉行	歸農主義	伊予	1517	65	74	71	84	294	貪婪	革新	武士	佛教			B	5
戶田勝成	飛馳	牢固	血氣		甲冑奉行	積草屯糧	尾張	1567	73	74	58	43	248	普通	革新	武士	佛教	○		B	3
十時連貞	警戒	盡心盡力	攻城		樂市奉行	常備兵訓練	豐后	1569	79	74	66	61	280	普通	中庸	武士	佛教			B	4
花房正幸	飛馳	攻勢			甲冑奉行	增強軍役	備前	1538	56	74	60	65	255	淡泊	中庸	武士	佛教			B	8
原田親種	飛馳	地利			旗幟奉行	歸農主義	筑前	1558	64	74	51	32	221	貪婪	保守	武士	佛教			B	8
塙團右衛門	飛馳	攻勢	血氣		旗幟奉行	鬼神兵法	尾張	1581	67	74	30	29	200	貪婪	革新	武士	佛教			B	9
本多忠朝	飛馳	鐵壁			甲冑奉行	調遣民夫	遠江	1596	67	74	59	37	237	淡泊	中庸	武士	佛教	○		B	7
正木憲時	激勵	反攻			甲冑奉行	眾望武勇	上總	1569	60	74	48	28	210	普通	保守	武士	佛教			B	3
水野分長	突襲	攻勢			旗幟奉行	速食軍糧	尾張	1576	61	74	37	33	205	普通	中庸	武士	佛教			B	6
八柏道為	威壓	盡心盡力	用兵		旗幟奉行	增強兵役	羽前	1534	71	74	68	56	269	貪婪	中庸	武士	佛教			B	5
山內一豐	威壓	牢固	修繕		山內傳	重農主義	尾張	1560	71	74	61	70	276	貪婪	革新	武士	佛教			C	10
山田有榮	內訌	牢固			旗幟奉行	補給鐵炮	薩摩	1592	67	74	66	63	270	普通	革新	武士	佛教		○	B	4
亙理重宗	混亂	用兵			伊達傳	臥薪嚐膽	陸前	1566	68	74	69	37	248	淡泊	中庸	武士	佛教			B	6
土屋昌續	飛馳	馬術			旗幟奉行	強化騎兵	甲斐	1560	66	74	36	30	206	普通	保守	武士	佛教	○		B	5
尼子經久	罵聲	自衛	計謀	巧言	尼子傳	深謀遠慮	出雲	1473	93	75	98	80	346	貪婪	革新	武士	佛教	○		S	14
荒武宗幸	突襲	攻勢			甲冑奉行	增強兵役	日向	1501	66	75	46	42	229	貪婪	中庸	武士	佛教			B	8
池田光政	攪亂	自衛	防災	堅陣	守城奉行	調遣民夫	尾張	1616	71	75	74	78	298	普通	革新	武士	佛教			B	9
出雲阿國	混亂	控場	計謀		庶民之悟	宴席交流	出雲	1584	76	75	74	41	266	普通	革新	庶民	佛教		○	A	3
犬童賴安	飛馳	鐵壁	血氣		僧侶之悟	固守城池	肥后	1536	73	75	67	60	275	淡泊	中庸	僧侶	佛教	○		B	8
遠藤俊通	飛馳	計謀	炮術		炮術奉行	武斷主義	備前	1547	62	75	49	20	206	貪婪	中庸	武士	佛教			B	2
津輕為信	內訌	攻城	計謀	龍騎兵	樂市奉行	謀攻主義	陸奧	1564	86	75	91	87	339	貪婪	革新	武士	佛教	○	○	A	15
大浦為信																					
片倉重長	威壓	攻勢	地利		甲冑奉行	臥薪嚐膽	羽前	1598	70	75	68	54	267	淡泊	革新	武士	佛教		○	B	5
加藤嘉明	內訌	海神	地利	修繕	掘金奉行	調遣民夫	三河	1577	79	75	79	55	288	淡泊	革新	武士	佛教			B	7
久米五郎	飛馳	炮術			炮術奉行	武斷主義	播磨	1543	48	75	52	66	241	普通	中庸	武士	佛教		○	B	5
來島通總	飛馳	乾坤	海神		海賊之悟	常備兵訓練	伊予	1567	72	75	52	53	252	貪婪	中庸	海賊	佛教		○	B	7
毛馬內政次	飛馳	控場			南部傳	購買糧食	陸奧	1559	63	75	51	66	255	貪婪	中庸	武士	佛教			B	8
後藤信康	突襲	攻城			甲冑奉行	增強兵役	羽前	1569	65	75	67	31	238	普通	中庸	武士	佛教	○		B	8
小早川隆景	智之一矢	天下之智	計謀	地利	毛利傳	一心一意	安藝	1547	91	75	96	86	348	淡泊	保守	軍師	佛教		○	S	6
齋藤利三	止步	乾坤	攻勢		樂市奉行	成果加俸	美濃	1548	79	75	74	49	277	淡泊	中庸	武士	佛教		○	B	8
酒井忠次	罵聲	乾坤	自衛	巧言	軍師之悟	練武練兵	三河	1541	86	75	86	60	307	普通	革新	軍師	佛教			A	7
酒井敏房	罵聲	攻城			甲冑奉行	眾望武勇	上總	1525	59	75	72	58	264	普通	革新	武士	佛教	○		B	8
相良義陽	攪亂	雄辯	攻城		工事奉行	增強軍役	肥后	1555	74	75	81	66	296	貪婪	中庸	武士	佛教	○		A	5
里見義堯	混亂	盡心盡力	攻城	海神	港口奉行	眾望武勇	安房	1526	85	75	85	56	301	貪婪	保守	武士	佛教	○		A	10
鈴木重時	警戒	地利			甲冑奉行	固守城池	三河	1542	58	75	20	36	189	貪婪	保守	武士	佛教			C	7
高山右近	止步	牢固	風雅	炮術	南蠻奉行	重商主義	攝津	1567	73	75	84	83	315	普通	革新	武士	基督教		○	B	8
竹內久盛	突襲	血氣			旗幟奉行	速食軍糧	美作	1517	33	75	44	31	183	普通	革新	武士	佛教			C	6
土居清良	止步	清良記	用兵	炮術	治水奉行	歸農主義	伊予	1560	80	75	83	90	328	普通	革新	軍師	佛教		⌾	B	6
富田隆實	激勵	血氣	馬術		馬術奉行	購買糧食	巖代	1582	53	75	42	36	206	淡泊	中庸	武士	佛教	○		B	5
富永直勝	飛馳	海神			甲冑奉行	人海戰術	伊豆	1523	63	75	52	39	229	普通	革新	武士	佛教			A	5
內藤信正	突襲	鐵壁			旗幟奉行	練武練兵	三河	1582	66	75	66	56	263	普通	中庸	武士	佛教			B	3
直江景綱	罵聲	計謀	地利	破策	治水奉行	深謀遠慮	越后	1523	76	75	83	77	311	淡泊	保守	武士	佛教			B	5
鍋島清久	威壓	盡心盡力	攻勢		鍋島傳	常備兵訓練	肥前	1504	79	75	62	39	255	淡泊	革新	武士	佛教			B	1
南部無右衛門	激勵	乾坤			旗幟奉行	鐵炮訓練	尾張	1582	34	75	37	30	176	普通	革新	武士	佛教			C	6
直江兼續	順天時	盛名	計謀	能吏	官吏之悟	積草屯糧	越后	1574	85	75	86	94	340	普通	保守	武士	佛教			A	6
樋口兼續																					
百武賢兼	突襲	攻勢	地利		旗幟奉行	常備兵訓練	肥前	1552	74	75	36	30	215	普通	革新	武士	佛教			B	6
平冢為廣	突襲	馬術			馬術奉行	增強兵役	武藏	1580	64	75	58	35	232	普通	革新	武士	佛教	○		B	3
北鄉忠相	內訌	盡心盡力	攻勢		工事奉行	補給鐵炮	日向	1501	79	75	67	80	301	淡泊	中庸	武士	佛教			B	12
內藤宗勝	混亂	盡心盡力	控場		樂市奉行	成果加俸	山城	1530	77	75	76	47	275	普通	中庸	武士	佛教		○	B	11
松永長賴																					
小野忠明	飛馳	血氣			劍豪之悟	練武練兵	安房	1579	28	75	23	30	156	貪婪	革新	劍豪	佛教			A	11
御子神典膳																					
水谷正村	內訌	地利	防災		樂市奉行	謀攻主義	下總	1538	69	75	78	45	267	普通	保守	武士	佛教	○		B	10
山田有信	激勵	盡心盡力	射手		工事奉行	增強兵役	薩摩	1558	75	75	78	36	264	普通	革新	武士	佛教			B	3
由布惟信	激勵	攻勢	控場		旗幟奉行	常備兵訓練	豐后	1541	72	75	72	58	277	普通	中庸	武士	佛教	○	○	B	5
穴澤俊光	飛馳	攻城			甲冑奉行	購買糧食	巖代	1546	76	76	74	47	273	普通	中庸	武士	佛教	○		A	4
宇野祐清	威壓	牢固			旗幟奉行	購買糧食	播磨	1554	54	76	46	52	228	貪婪	中庸	武士	佛教	○		B	7
岡部親綱	飛馳	攻城			旗幟奉行	人海戰術	駿河	1512	59	76	68	48	251	淡泊	中庸	武士	佛教			B	6
鬼庭左月齋	混亂	自衛	堅陣	破策	工事奉行	臥薪嚐膽	巖代	1527	77	76	81	40	274	淡泊	革新	武士	佛教			B	4
北條高廣	突襲	盛名	鐵壁		治水奉行	精銳騎兵	越后	1531	83	76	72	46	277	貪婪	革新	武士	佛教	○		B	14
新發田重家	威壓	反攻	地利		溫泉奉行	精銳騎兵	越后	1560	71	76	82	47	276	貪婪	保守	武士	佛教	⌾		B	10
莊林一心	激勵	攻勢			旗幟奉行	成果加俸	攝津	1577	65	76	60	47	248	普通	革新	武士	佛教			B	6
相馬盛胤	威壓	雄辯	攻勢		馬術奉行	騎兵訓練	磐城	1543	81	76	61	63	281	普通	中庸	武士	佛教	○		B	7
武田信繁	止步	真正的副將	堅陣	巧言	武田傳	騎兵訓練	甲斐	1539	84	76	82	77	319	淡泊	保守	武士	佛教	○		A	4
得居通幸	警戒	海神	堅陣		海賊之悟	常備兵訓練	伊予	1571	76	76	75	39	266	普通	革新	海賊	佛教			B	8
內藤昌豐	混亂	牢固	用兵	馬術	馬術奉行	強化騎兵	甲斐	1536	78	76	87	74	315	貪婪	保守	武士	佛教	○		A	4
中條藤資	威壓	攻城			旗幟奉行	積草屯糧	越后	1494	65	76	64	49	254	普通	保守	武士	佛教	○		B	9
新納忠元	突襲	乾坤	風雅	龍騎兵	軍師之悟	精銳銃手	薩摩	1540	82	76	87	47	292	普通	革新	軍師	佛教	○	○	A	6
蜂須賀小六	內訌	反攻	修繕	巧言	守城奉行	調遣民夫	尾張	1540	66	76	83	72	297	普通	革新	武士	佛教			A	5
北條綱高	突襲	攻勢	馬術		馬術奉行	人海戰術	伊豆	1520	68	76	74	51	269	淡泊	革新	武士	佛教	○		A	4
前野忠康	飛馳	牢固	巧言		治水奉行	地區檢地	尾張	1574	79	76	64	60	279	淡泊	革新	武士	佛教			B	3
三好實休	止步	乾坤	用兵	射手	三好傳	宴席交流	阿波	1541	81	76	85	86	328	普通	中庸	武士	佛教			A	9
宇喜多旭	突襲	反攻			旗幟奉行	武斷主義	備前	1588	59	76	45	27	207	普通	中庸	武士	佛教			B	5
尼子誠久	突襲	血氣	堅陣		尼子傳	練武練兵	出雲	1525	74	77	61	28	240	普通	保守	武士	佛教	○		B	9
色部勝長	威壓	血氣	馬術		甲冑奉行	精銳騎兵	越后	1508	73	77	50	49	249	普通	保守	武士	佛教	○		B	8
大久保忠世	警戒	攻勢	自衛	修繕	守城奉行	重農主義	三河	1546	77	77	67	38	259	淡泊	中庸	武士	佛教			B	6
加藤明成	激勵	防災			甲冑奉行	速食軍糧	淡路	1606	49	77	29	26	181	貪婪	革新	武士	佛教			C	10
北條氏繁	突襲	堅陣			旗幟奉行	人海戰術	相模	1550	68	77	66	47	258	普通	中庸	武士	佛教	○		B	5
高坂昌信	止步	逃跑彈正	控場	馬術	庶民之悟	成果加俸	甲斐	1541	87	77	87	67	318	普通	保守	武士	佛教			A	4
春日虎綱																					
齋藤義龍	飛馳	攻勢	計謀	馬術	齋藤傳	增強兵役	美濃	1541	78	77	74	60	289	貪婪	保守	武士	佛教	⌾		A	12
齋藤高政																					
武田義信	飛馳	乾坤	攻勢	馬術	武田傳	強化騎兵	甲斐	1550	61	77	42	45	225	普通	革新	武士	佛教	○		A	5
中馬重方	威壓	血氣			甲冑奉行	增強兵役	薩摩	1580	33	77	50	41	201	普通	革新	武士	佛教			B	4
東鄉重位	突襲	攻勢			劍豪之悟	練武練兵	薩摩	1575	30	77	38	39	184	淡泊	中庸	劍豪	佛教			C	7
上杉景勝	內訌	乾坤	自衛	風雅	上杉傳	眾望武勇	越后	1569	80	77	79	79	315	淡泊	保守	武士	佛教	○	○	A	5
長尾顯景																					
成松信勝	激勵	血氣	修繕		治水奉行	常備兵訓練	肥前	1554	82	77	60	41	260	淡泊	革新	武士	佛教		○	B	3
成瀨正成	攪亂	乾坤	工事	修繕	工事奉行	調遣民夫	三河	1581	83	77	69	84	313	淡泊	革新	武士	佛教			A	6
畠山義總	罵聲	鐵壁	工事	修繕	掘金奉行	宴席交流	能登	1505	74	77	77	83	311	淡泊	中庸	武士	佛教			A	11
村田吉次	威壓	攻城	血氣		旗幟奉行	速食軍糧	播磨	1579	48	77	40	43	208	普通	革新	武士	佛教			B	6
籾井教業	警戒	攻勢	牢固		治水奉行	眾望武勇	丹波	1546	82	77	61	50	270	普通	保守	武士	佛教	○		B	4
柳生兵庫助	警戒	攻勢	血氣		劍豪之悟	練武練兵	大和	1593	43	77	39	46	205	普通	革新	劍豪	佛教			A	4
大久保忠教	警戒	盛名	工事		治水奉行	練武練兵	三河	1574	81	78	73	72	304	淡泊	革新	武士	佛教			A	1
岡部元信	罵聲	自衛	攻勢		治水奉行	固守城池	駿河	1541	76	78	83	43	280	淡泊	中庸	武士	佛教			B	7
小幡景憲	混亂	攻勢	用兵		樂市奉行	重視內治	甲斐	1586	74	78	86	51	289	淡泊	保守	武士	佛教			B	13
小山田信有	飛馳	攻勢	巧言		甲冑奉行	增強軍役	甲斐	1533	67	78	78	58	281	普通	保守	武士	佛教	○		A	6
片倉喜多	止步	控場			樂市奉行	臥薪嚐膽	巖代	1554	82	78	71	73	304	淡泊	革新	武士	佛教		○	A	4
菅正利	警戒	攻勢	血氣		甲冑奉行	重用人才	播磨	1581	57	78	77	76	288	普通	革新	武士	佛教			B	4
黑田如水	如水	方圓之器	計謀	炮術	軍師之悟	包圍戰略	播磨	1560	87	78	98	84	347	貪婪	革新	軍師	佛教		○	S	12
黑田官兵衛																					
齋藤朝信	止步	盛名	能吏	堅陣	軍糧奉行	積草屯糧	越后	1541	84	78	85	82	329	淡泊	保守	武士	佛教	○		A	4
鮭延秀綱	激勵	自衛	馬術		治水奉行	練武練兵	羽前	1575	85	78	72	61	296	普通	保守	武士	佛教	○		B	8
下間賴廉	罵聲	遠射	攻勢	能吏	炮術奉行	強化鐵炮兵	攝津	1551	88	78	87	85	338	普通	保守	僧侶	一向宗		⌾	A	7
杉浦玄任	飛馳	牢固	射手		炮術奉行	人海戰術	加賀	1531	72	78	66	63	279	淡泊	保守	僧侶	一向宗			B	8
永井直勝	激勵	乾坤	攻勢		旗幟奉行	練武練兵	三河	1577	71	78	69	59	277	淡泊	中庸	武士	佛教			B	10
南部安信	激勵	自衛	攻勢		南部傳	補給騎兵	陸奧	1507	81	78	69	68	296	普通	保守	武士	佛教			A	9
穗井田元清	內訌	海神	工事		毛利傳	重農主義	安藝	1565	82	78	80	66	306	淡泊	保守	武士	佛教			B	7
毛利元清																					
細川幽齋	止步	右文左武	雄辯	風雅	守城奉行	宴席交流	山城	1546	77	78	88	92	335	普通	中庸	武士	佛教			A	8
細川藤孝																					
柳生家嚴	威壓	盡心盡力			劍豪之悟	練武練兵	大和	1511	59	78	34	54	225	普通	保守	武士	佛教			B	7
柳生石舟齋	警戒	乾坤	攻勢	堅陣	劍豪之悟	練武練兵	大和	1541	55	78	69	39	241	淡泊	中庸	劍豪	佛教			A	1
柳生宗嚴																					
山上道及	威壓	攻勢	牢固		甲冑奉行	歸農主義	上野	1551	75	78	71	29	253	淡泊	中庸	武士	佛教			A	2
愛洲移香齋	威壓	攻勢			劍豪之悟	練武練兵	長陸	1467	56	79	58	29	222	普通	革新	劍豪	佛教			B	14
甘利虎泰	突襲	盡心盡力	攻勢		甲冑奉行	增強軍役	甲斐	1513	75	79	62	64	280	普通	中庸	武士	佛教	○		A	3
圓城寺信胤	突襲	牢固	馬術		馬術奉行	強化騎兵	肥前	1555	70	79	47	23	219	淡泊	革新	武士	佛教	○		B	6
大石智久	飛馳	攻勢			旗幟奉行	增強軍役	對馬	1544	57	79	40	52	228	貪婪	保守	武士	佛教	○		B	7
大內定綱	突襲	攻勢	炮術		炮術奉行	臥薪嚐膽	巖代	1559	56	79	69	42	246	貪婪	革新	武士	佛教		○	B	11
太田三樂齋	罵聲	攻勢	反攻	血氣	軍師之悟	常備兵訓練	武藏	1536	82	79	81	56	298	普通	保守	軍師	佛教			B	8
太田資正																					
織田信忠	飛馳	盛名	攻城	炮術	織田傳	精銳銃手	尾張	1570	83	79	72	73	307	淡泊	革新	武士	佛教		○	A	6
御通夜之方	威壓	反攻			織田傳	獎勵樂市	尾張	1552	68	79	69	41	257	貪婪	革新	武士	佛教			A	11
小山田信茂	內訌	攻城	馬術		旗幟奉行	強化騎兵	甲斐	1552	72	79	75	50	276	貪婪	保守	武士	佛教			B	12
片倉小十郎	止步	深謀	控場	龍騎兵	軍師之悟	強化鐵騎	羽前	1571	85	79	93	85	342	淡泊	革新	軍師	佛教	○	○	A	5
龜井茲矩	警戒	攻勢	工事		港口奉行	購買糧食	出雲	1571	45	79	65	87	276	貪婪	革新	武士	佛教			B	11
齋藤道三	美濃之蝮	人脈	炮術	暗中活動	齋藤傳	謀攻主義	美濃	1508	90	79	95	86	350	貪婪	中庸	商人	佛教		○	S	15
齋藤利政																					
佐久間盛重	激勵	鐵壁			旗幟奉行	獎勵樂市	尾張	1533	61	79	68	35	243	普通	保守	武士	佛教			B	4
七條兼仲	激勵	攻勢	反攻		旗幟奉行	增強兵役	阿波	1560	34	79	35	26	174	貪婪	中庸	武士	佛教			A	5
鈴木重朝	罵聲	攻城	炮術		鈴木傳	精銳銃手	紀伊	1575	75	79	77	33	264	普通	保守	武士	一向宗	○	⌾	B	9
大道寺政繁	警戒	射手	工事		治水奉行	重農主義	相模	1546	83	79	68	85	315	淡泊	革新	武士	佛教			B	9
多田三八郎	威壓	攻城	馬術		溫泉奉行	強化騎兵	美濃	1515	67	79	73	30	249	貪婪	保守	武士	佛教	○		B	7
戶澤政房	突襲	牢固			南部傳	速食軍糧	羽后	1574	43	79	47	27	196	貪婪	保守	武士	佛教			C	7
原田宗時	突襲	攻勢			旗幟奉行	增強兵役	陸前	1582	69	79	58	27	233	普通	中庸	武士	佛教	○		B	6
保科正俊	激勵	鐵壁			甲冑奉行	練武練兵	信濃	1523	63	79	64	36	242	普通	中庸	武士	佛教			B	8
本城常光	警戒	牢固	用兵		制銀奉行	人海戰術	石見	1527	72	79	82	33	266	貪婪	革新	武士	佛教	○		B	11
渡邊通	突襲	牢固			旗幟奉行	速食軍糧	安藝	1525	77	79	43	29	228	淡泊	保守	武士	佛教			B	2
明石全登	止步	攻城	用兵	炮術	南蠻奉行	增強軍役	備前	1565	82	80	70	62	294	貪婪	革新	武士	基督教		○	A	6
出浦盛清	混亂	計謀	堅陣		忍者之悟	謀攻主義	信濃	1560	61	80	72	51	264	普通	中庸	忍者	佛教	○		A	8
木村又藏	警戒	攻勢			甲冑奉行	積草屯糧	近江	1574	31	80	41	23	175	普通	革新	武士	佛教			B	8
真田昌幸	表裡比興	老獪	用兵	暗中活動	真田傳	深謀遠慮	信濃	1561	94	80	99	85	358	貪婪	中庸	軍師	佛教	○		S	11
多功房朝	飛馳	血氣			旗幟奉行	增強兵役	下野	1517	72	80	68	55	275	貪婪	中庸	武士	佛教			B	8
谷衛友	激勵	血氣	炮術		炮術奉行	積草屯糧	美濃	1577	57	80	49	34	220	普通	革新	武士	佛教			B	8
藤堂高虎	決死之悟	築城名手	乾坤	攻城	庶民之悟	堅城建造	近江	1570	82	80	88	88	338	貪婪	革新	武士	佛教		○	A	12
南部晴政	警戒	雄辯	攻勢	馬術	南部傳	補給騎兵	陸奧	1531	84	80	47	40	251	淡泊	保守	武士	佛教	⌾		A	12
仁科盛信	威壓	死守	自衛	反攻	武田傳	固守城池	甲斐	1570	72	80	67	52	271	普通	中庸	武士	佛教			B	4
北條氏綱	混亂	用兵	射手		北條傳	能人之治	相模	1501	95	80	94	93	362	淡泊	中庸	武士	佛教			S	13
寶藏院胤榮	威壓	血氣			劍豪之悟	練武練兵	大和	1535	49	80	52	52	233	淡泊	中庸	僧侶	佛教			A	9
松平康重	激勵	鐵壁			甲冑奉行	練武練兵	三河	1582	74	80	66	55	275	普通	中庸	武士	佛教			B	5
